input_ids,labels
"[822, 10, 125, 5294, 13, 1076, 6159, 1014, 1742, 4388, 2136, 592, 12, 1076, 6159, 138, 494, 58, 1]","[3, 24597, 2899, 770, 5, 1]"
"[822, 10, 125, 19, 8, 11978, 13, 8, 96, 1271, 5748, 121, 4387, 16, 128, 9757, 58, 1]","[94, 29543, 7, 3, 9, 628, 21, 887, 12, 7479, 383, 1076, 6159, 257, 21, 380, 11, 12898, 7, 5, 1]"
"[822, 10, 149, 103, 999, 11, 12375, 13, 1076, 6159, 138, 494, 4139, 12, 4146, 9830, 58, 1]","[19193, 2842, 11, 12375, 2254, 54, 3806, 17572, 1807, 9830, 5, 1]"
"[822, 10, 149, 410, 8, 3, 15294, 23, 152, 2078, 31, 7, 2119, 7, 2860, 18537, 1587, 1076, 6159, 257, 16, 554, 18, 18306, 3, 28188, 58, 1]","[37, 2826, 2345, 3, 4931, 1076, 6159, 257, 38, 3, 9, 17009, 13, 11566, 31, 7, 3731, 16, 8, 5072, 13, 21319, 6, 12932, 12, 2841, 8136, 7, 11, 3808, 32, 32, 7, 3825, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 33, 128, 13066, 6315, 12, 1076, 6159, 138, 533, 1073, 21, 3017, 122, 3868, 1742, 58, 1]","[1542, 7650, 757, 1073, 963, 23780, 53, 2399, 7285, 26203, 6, 338, 7285, 18, 8992, 8792, 1612, 6, 11, 1260, 251, 30, 1076, 6159, 138, 931, 24, 7901, 28, 1742, 31, 7285, 26203, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 12, 592, 53, 1076, 6159, 138, 494, 16, 6266, 28, 1643, 27820, 2166, 58, 1]","[22105, 13, 29870, 11, 1281, 9076, 5, 1]"
"[822, 10, 125, 33, 1017, 3315, 42, 746, 81, 1076, 7064, 15, 58, 1]","[7155, 3315, 42, 746, 81, 1076, 7064, 15, 560, 1705, 1076, 6159, 138, 20105, 2869, 6, 5037, 1076, 6159, 138, 3976, 6, 11, 3, 22375, 28, 3973, 1112, 1968, 28, 4353, 7041, 63, 11, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 19, 8, 3024, 7321, 21, 2839, 1076, 6159, 138, 494, 58, 1]","[2181, 3, 20445, 716, 5, 1]"
"[822, 10, 125, 19, 8, 4680, 8659, 13, 1076, 6159, 138, 19021, 21, 23962, 113, 43, 131, 708, 1076, 6159, 1014, 58, 1]","[3137, 6159, 138, 19021, 21, 23962, 113, 43, 131, 708, 1076, 6159, 1014, 164, 336, 1200, 6, 3115, 300, 305, 12, 489, 477, 5, 1]"
"[822, 10, 54, 9211, 18, 4905, 1076, 6159, 138, 494, 36, 72, 2881, 145, 7450, 931, 58, 1]","[2163, 6, 79, 164, 43, 3, 9, 1146, 25440, 583, 68, 54, 36, 72, 583, 18, 8993, 16, 8, 307, 661, 5, 1]"
"[822, 10, 149, 54, 887, 11223, 21, 70, 293, 533, 11, 168, 18, 9032, 58, 1]","[4047, 54, 11223, 21, 70, 533, 57, 271, 20561, 81, 1709, 757, 124, 6, 3, 23251, 1452, 81, 70, 5678, 11, 533, 1124, 6, 3945, 1035, 124, 116, 906, 6, 3558, 746, 383, 4640, 14936, 6, 11, 29945, 53, 21, 4081, 592, 12, 4640, 364, 11, 1438, 5, 1]"
"[822, 10, 33, 132, 806, 12128, 24, 164, 199, 18807, 15, 1076, 6159, 138, 18, 3897, 6526, 1112, 58, 1]","[2163, 6, 224, 38, 27305, 3486, 3, 18053, 15215, 11, 25443, 5, 1]"
"[822, 10, 149, 103, 11881, 13599, 8378, 2197, 2603, 592, 12, 1076, 6159, 138, 494, 58, 1]","[15877, 18, 15759, 1742, 164, 4393, 12, 5293, 1076, 6159, 138, 494, 6, 1374, 12, 1076, 6159, 138, 16, 15, 1169, 3010, 5, 1]"
"[822, 10, 149, 410, 8, 2913, 9481, 4139, 12, 14500, 7, 16, 1076, 6159, 138, 556, 606, 58, 1]","[37, 9199, 12197, 3, 27997, 3294, 999, 6, 1374, 12, 8, 8936, 13, 26139, 1076, 6159, 138, 17484, 6, 84, 9481, 1601, 1076, 6159, 138, 20105, 2869, 5, 1]"
"[822, 10, 149, 54, 4640, 3580, 380, 1742, 3, 27016, 1076, 6159, 138, 1112, 383, 1076, 32, 9033, 58, 1]","[938, 1260, 251, 6, 380, 6, 11, 9354, 1058, 931, 3, 390, 30, 928, 523, 5, 1]"
"[822, 10, 125, 130, 128, 1017, 28518, 7, 81, 1076, 6159, 257, 16, 4913, 18804, 58, 1]","[8306, 1018, 7239, 7, 1285, 11393, 24, 1076, 6159, 1014, 1742, 130, 19375, 26, 6, 5107, 6, 42, 3428, 120, 2021, 5, 1]"
"[822, 10, 572, 19, 34, 359, 12, 1961, 3, 9, 8965, 3178, 383, 1076, 7064, 15, 58, 1]","[94, 19, 359, 12, 1961, 3, 9, 8965, 3178, 383, 1076, 7064, 15, 12, 380, 1879, 533, 6, 370, 1832, 12128, 21, 1170, 11, 606, 6, 11, 16363, 11932, 1425, 5, 262, 1014, 3, 9, 1196, 13, 6533, 6, 6205, 6, 829, 18351, 6, 90, 152, 13167, 6, 11, 13688, 494, 19, 3024, 5, 1]"
"[822, 10, 125, 19, 8, 2329, 11932, 2546, 57, 8, 11736, 302, 3, 18453, 440, 58, 1]","[749, 397, 1370, 782, 5, 1]"
"[822, 10, 125, 19, 8, 3172, 13, 3, 6475, 1362, 11, 17997, 7, 16, 1076, 6159, 138, 1073, 58, 1]","[328, 577, 3, 9, 4462, 1075, 16, 3956, 11, 3, 19667, 502, 190, 4353, 7041, 63, 11, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 1075, 103, 3472, 1397, 6, 224, 38, 1335, 11, 3075, 6, 577, 16, 1076, 6159, 138, 1073, 58, 1]","[328, 54, 8839, 4858, 1036, 11, 370, 3551, 251, 5, 1]"
"[822, 10, 149, 405, 8, 4336, 1707, 13, 20526, 1113, 1076, 6159, 138, 533, 11, 27820, 2166, 58, 1]","[94, 54, 2006, 592, 12, 27820, 4640, 364, 11, 4139, 12, 26435, 1076, 6159, 138, 2869, 5, 1]"
"[822, 10, 149, 103, 19771, 18, 1361, 6985, 1115, 1076, 6159, 138, 533, 8378, 2197, 58, 1]","[328, 6300, 2779, 2119, 7, 6, 2519, 573, 26518, 6, 11, 11223, 21, 358, 447, 483, 5, 1]"
"[822, 10, 572, 103, 128, 1742, 351, 6748, 9024, 655, 274, 42, 383, 1076, 6159, 257, 58, 1]","[27206, 9024, 655, 274, 42, 383, 1076, 6159, 257, 6, 801, 38, 24087, 138, 122, 23, 9, 6, 19, 557, 788, 12, 27925, 29469, 6, 3346, 1112, 16, 31121, 11, 813, 397, 1370, 782, 1425, 6, 84, 54, 1137, 6748, 6316, 12, 3, 7, 2091, 11, 582, 6280, 5, 1]"
"[822, 10, 149, 54, 748, 5660, 16, 1076, 6159, 138, 533, 2519, 26518, 11, 1044, 18, 2864, 58, 1]","[3669, 795, 1742, 28, 1339, 21, 1044, 18, 17, 22499, 6, 9354, 533, 7639, 6, 11, 592, 12, 3472, 1438, 6, 3, 23988, 135, 12, 240, 610, 13, 70, 1076, 6159, 138, 533, 11, 168, 18, 9032, 5, 1]"
"[822, 10, 149, 103, 1076, 6159, 138, 494, 4139, 12, 2343, 10441, 58, 1]","[1404, 1076, 6159, 138, 494, 3480, 2343, 3379, 24, 33, 59, 2392, 221, 3987, 179, 5, 1]"
"[822, 10, 149, 103, 20386, 2371, 1115, 1076, 6159, 138, 20105, 523, 16, 3583, 1773, 2231, 58, 1]","[9139, 7, 370, 1076, 6159, 138, 11945, 6, 20105, 4471, 6, 11, 21377, 11945, 12, 3, 27762, 11683, 6, 590, 28, 1073, 30, 1076, 6159, 138, 533, 11, 20105, 2869, 5, 1]"
"[822, 10, 125, 19, 8, 1035, 1657, 21, 17947, 120, 2437, 1076, 6159, 138, 19021, 58, 1]","[3137, 127, 52, 107, 6623, 9, 5, 1]"
"[822, 10, 149, 43, 1076, 6159, 138, 494, 118, 261, 38, 13619, 13, 5673, 441, 887, 31, 7, 2166, 9780, 58, 1]","[3137, 6159, 138, 494, 6, 224, 38, 3, 17, 4624, 106, 7, 11, 17484, 6, 43, 118, 261, 16, 4973, 7, 11, 10686, 7, 12, 1921, 3, 27908, 3808, 32, 32, 7, 6, 2173, 592, 12, 1076, 6159, 138, 494, 6, 11, 3033, 4349, 81, 1076, 6159, 138, 8408, 807, 5, 1]"
"[822, 10, 149, 103, 3, 27908, 7982, 7, 300, 1076, 6159, 257, 1113, 3017, 122, 3868, 1742, 31, 2704, 58, 1]","[16874, 15, 1947, 7982, 7, 557, 19452, 14865, 7285, 4454, 6, 3, 21763, 3017, 122, 3868, 1742, 45, 9029, 11, 1438, 1341, 12, 1076, 6159, 257, 6, 11, 12932, 12, 6382, 13, 12430, 257, 11, 16633, 19968, 23, 9, 5, 1]"
"[822, 10, 149, 54, 7470, 1073, 11, 15457, 380, 1076, 6159, 138, 533, 58, 1]","[938, 3, 23988, 1742, 12, 143, 4862, 3, 16640, 3703, 24, 380, 27925, 2109, 11, 1879, 168, 18, 9032, 5, 1]"
"[822, 10, 125, 33, 128, 3266, 21, 7954, 4349, 81, 1076, 6159, 138, 533, 16, 6912, 2657, 655, 2231, 58, 1]","[28026, 164, 560, 573, 1073, 1356, 6, 761, 21, 3583, 3531, 277, 6, 11, 452, 8203, 24, 6481, 8, 3172, 13, 3, 14198, 1076, 6159, 138, 533, 523, 16, 6912, 1459, 5, 1]"
"[822, 10, 125, 130, 128, 778, 12334, 7, 13, 26139, 1076, 6159, 138, 494, 58, 1]","[8840, 12334, 7, 1285, 3315, 81, 3262, 1113, 6, 17294, 6, 11, 8, 1055, 533, 5217, 1968, 28, 13699, 1397, 261, 16, 26139, 17484, 11, 3, 17, 4624, 106, 7, 5, 1]"
"[822, 10, 125, 1075, 410, 16493, 1035, 14877, 577, 16, 20266, 1705, 7, 13, 1076, 6159, 257, 58, 1]","[11816, 15, 2165, 1035, 14877, 557, 3, 12999, 8, 3, 29370, 11393, 13, 8, 97, 6, 44, 5135, 1222, 1076, 6159, 138, 10461, 12, 24809, 7, 13, 23322, 120, 13934, 7, 11, 23911, 115, 53, 5872, 3, 390, 30, 6084, 35, 447, 16348, 5, 1]"
"[822, 10, 125, 33, 128, 758, 3266, 21, 3, 14198, 1076, 6159, 138, 3976, 16, 1742, 28, 6658, 21154, 58, 1]","[2159, 3266, 560, 7757, 758, 6, 11932, 3918, 6, 4026, 14172, 6, 11, 12758, 124, 11051, 12, 1742, 31, 806, 523, 11, 1124, 5, 1]"
"[822, 10, 125, 33, 128, 3, 8631, 295, 18, 3723, 4371, 24, 380, 1076, 6159, 138, 533, 58, 1]","[19407, 63, 1442, 7, 6, 90, 152, 13167, 6, 829, 18351, 6, 11, 4371, 2354, 16, 27305, 3486, 3, 18053, 15215, 41, 15, 5, 122, 5, 6, 15237, 6, 5731, 226, 7, 6958, 7, 137, 1]"
"[822, 10, 149, 186, 477, 227, 3, 32, 208, 7830, 405, 1076, 6159, 257, 1086, 4093, 3, 99, 8999, 744, 22, 17, 1837, 58, 1]","[156, 8999, 744, 22, 17, 4093, 6, 1076, 6159, 257, 1086, 3511, 81, 968, 477, 227, 3, 32, 208, 7830, 5, 1]"
"[822, 10, 149, 43, 887, 31, 7, 2166, 9780, 20160, 8705, 807, 1341, 12, 1076, 6159, 257, 58, 1]","[4047, 31, 7, 2166, 9780, 43, 11223, 26, 21, 592, 12, 1076, 6159, 138, 494, 6, 1076, 6159, 138, 8408, 6, 11, 93, 2880, 3357, 1707, 13, 1076, 6159, 257, 38, 294, 13, 3, 13627, 2231, 12, 1984, 7285, 18963, 5, 1]"
"[822, 10, 572, 19, 1076, 31, 7, 9683, 359, 16, 7574, 81, 1076, 6159, 138, 533, 58, 1]","[3137, 31, 7, 9683, 1691, 1921, 25852, 6, 2519, 1705, 6, 11, 380, 7285, 18963, 5, 1]"
"[822, 10, 54, 9211, 18, 4905, 1076, 6159, 138, 494, 36, 583, 18, 8993, 16, 8, 307, 661, 58, 1]","[2163, 6, 2199, 79, 164, 43, 3, 9, 1146, 2332, 583, 6, 79, 54, 1097, 540, 147, 97, 788, 12, 70, 3, 28147, 1405, 5, 1]"
"[822, 10, 149, 410, 1076, 6159, 257, 1451, 16, 4913, 6678, 11, 9735, 1863, 58, 1]","[3137, 6159, 257, 47, 557, 9850, 15, 26, 6083, 6402, 16, 9735, 7, 11, 1937, 6, 9085, 8334, 13, 25646, 6, 579, 6, 11, 6586, 5, 1]"
"[822, 10, 125, 33, 128, 1017, 3976, 13, 1076, 6159, 257, 58, 1]","[7155, 3976, 13, 1076, 6159, 257, 560, 1076, 6159, 138, 24268, 7, 41, 26, 63, 7, 904, 127, 52, 88, 9, 201, 3, 4672, 1014, 6, 6748, 9024, 655, 6, 6526, 7180, 7, 6, 13034, 6, 11, 12085, 7, 5, 1]"
"[822, 10, 149, 103, 9211, 18, 4905, 1076, 6159, 138, 494, 4048, 16, 1353, 13, 3262, 1113, 58, 1]","[328, 3115, 43, 3, 9, 1364, 4146, 16630, 3, 2172, 12, 26139, 494, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 257, 483, 38, 1742, 1246, 58, 1]","[3137, 6159, 138, 4264, 164, 582, 22085, 42, 18682, 16889, 383, 1076, 32, 9033, 5, 1]"
"[822, 10, 125, 1075, 410, 778, 887, 31, 7, 13254, 11, 10142, 577, 16, 1076, 6159, 138, 1073, 58, 1]","[4047, 31, 7, 13254, 11, 10142, 1553, 12, 1115, 1076, 6159, 138, 533, 4064, 6, 1260, 1867, 6, 2316, 6, 11, 2984, 12, 3261, 11, 14223, 887, 81, 70, 5678, 11, 27820, 533, 5, 1]"
"[822, 10, 19, 34, 1176, 24, 1076, 6159, 1014, 1742, 225, 1792, 824, 4371, 383, 70, 1059, 58, 1]","[465, 6, 34, 31, 7, 3, 9, 28518, 5, 818, 128, 1742, 164, 253, 24, 824, 4371, 4131, 29, 70, 1076, 6159, 138, 3976, 6, 132, 33, 150, 806, 4371, 24, 66, 1076, 6159, 1014, 1742, 225, 1792, 5, 94, 31, 7, 359, 12, 3011, 12, 39, 643, 11, 3, 1544, 3, 9, 8965, 3178, 383, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 225, 1076, 6159, 138, 12294, 36, 29675, 15, 26, 344, 2284, 58, 1]","[1491, 173, 53, 16, 387, 21, 305, 4536, 676, 5, 1]"
"[822, 10, 54, 380, 1637, 11, 367, 2597, 1656, 1742, 28, 6658, 21154, 3, 27016, 1076, 6159, 138, 533, 2428, 58, 1]","[2163, 6, 79, 54, 370, 11409, 380, 6, 2471, 2704, 6, 11, 3236, 2316, 21, 5037, 3976, 5, 1]"
"[822, 10, 54, 6658, 21154, 2603, 25646, 11, 27820, 533, 58, 1]","[2163, 6, 79, 164, 1113, 3, 32, 208, 7830, 6, 27925, 2109, 6, 11, 25646, 1055, 5, 1]"
"[822, 10, 54, 1076, 6159, 138, 533, 7574, 560, 2749, 1742, 12, 1115, 70, 806, 523, 11, 2704, 58, 1]","[2163, 6, 3, 7312, 10493, 485, 11, 1705, 13, 2399, 1076, 6159, 138, 2704, 640, 8, 27617, 5, 1]"
"[822, 10, 149, 19, 748, 271, 4580, 139, 1076, 6159, 138, 533, 758, 58, 1]","[3, 10217, 29, 1863, 5660, 963, 4050, 21, 6418, 1076, 6159, 138, 15164, 6, 2112, 179, 1904, 21, 4891, 27925, 1112, 6, 11, 3, 1931, 29368, 5357, 21, 4291, 4577, 7, 5, 1]"
"[822, 10, 125, 5294, 13, 1076, 6159, 1014, 1742, 351, 6526, 7180, 7, 383, 70, 1076, 6159, 138, 4005, 58, 1]","[3, 24597, 3, 25832, 5, 1]"
"[822, 10, 149, 405, 3575, 20, 4638, 23, 4392, 1113, 1076, 6159, 138, 533, 58, 1]","[94, 54, 991, 12, 46, 11658, 6, 22085, 8811, 6, 11, 2437, 1076, 6159, 138, 19021, 5, 1]"
"[822, 10, 125, 1075, 410, 615, 715, 15858, 577, 16, 8, 606, 13, 1076, 6159, 138, 494, 58, 1]","[1602, 715, 15858, 2237, 12, 8, 3409, 13, 26139, 1076, 6159, 138, 494, 263, 45, 11961, 347, 1397, 6, 224, 38, 3, 29822, 11, 7282, 6, 12, 942, 8, 523, 13, 887, 16, 8, 2716, 5, 1]"
"[822, 10, 149, 307, 405, 1076, 6159, 257, 3115, 336, 58, 1]","[3137, 6159, 257, 3115, 336, 7, 344, 220, 12, 489, 477, 6, 28, 8, 1348, 8659, 271, 300, 305, 477, 5, 1]"
"[822, 10, 149, 405, 592, 12, 4640, 364, 1113, 1076, 6159, 138, 533, 6353, 58, 1]","[7363, 592, 54, 991, 12, 73, 19234, 1076, 6159, 138, 10461, 6, 22666, 758, 13, 3976, 6, 11, 2714, 27820, 533, 6353, 5, 1]"
"[822, 10, 33, 132, 806, 11683, 24, 522, 2123, 2428, 16, 592, 53, 1076, 6159, 138, 494, 788, 12, 27820, 2166, 807, 58, 1]","[16409, 10270, 1601, 2597, 6, 379, 16723, 6, 3, 14736, 15, 4094, 1742, 6, 11, 273, 840, 16, 9569, 5, 1]"
"[822, 10, 125, 1075, 103, 27925, 24809, 7, 577, 16, 6658, 21154, 3, 13403, 1076, 6159, 138, 533, 58, 1]","[6766, 2157, 138, 16633, 27522, 19, 3, 9, 1017, 1451, 13, 1124, 114, 2104, 3638, 11, 54, 4139, 12, 1076, 6159, 138, 22085, 2197, 5, 1]"
"[822, 10, 125, 33, 128, 3058, 6315, 12, 5086, 1076, 6159, 138, 556, 6745, 58, 1]","[3, 3626, 17883, 179, 42, 29386, 1397, 6, 3, 5503, 6745, 2670, 5, 1]"
"[822, 10, 125, 130, 128, 778, 14402, 7, 13, 1076, 6159, 138, 494, 16, 892, 58, 1]","[8840, 14402, 7, 1285, 3, 28147, 10366, 17484, 6, 793, 23216, 7, 6, 11, 15797, 13, 3002, 261, 38, 143, 22872, 3, 30688, 12522, 7815, 5, 1]"
"[822, 10, 125, 6567, 7031, 1538, 449, 19, 557, 1968, 28, 6526, 1112, 383, 8, 1076, 6159, 138, 4005, 58, 1]","[679, 2719, 106, 77, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 16, 3, 10311, 5086, 1076, 6159, 138, 20105, 758, 1356, 16, 2421, 9352, 58, 1]","[7729, 7, 164, 560, 1643, 3135, 6, 3620, 17765, 6, 2779, 5673, 12, 483, 6, 11, 3, 5833, 307, 18, 1987, 10959, 13, 1076, 6159, 138, 20105, 6985, 5, 1]"
"[822, 10, 125, 1075, 103, 17813, 7, 11, 573, 2440, 577, 16, 3, 14198, 1076, 6159, 138, 533, 16, 19771, 2597, 58, 1]","[328, 370, 4864, 6, 380, 2779, 2869, 6, 11, 11223, 21, 1438, 11, 364, 5, 1]"
"[822, 10, 125, 33, 128, 1055, 4110, 13, 6980, 183, 35, 127, 52, 88, 9, 58, 1]","[1266, 11260, 11298, 6, 27925, 24809, 7, 6, 26054, 10461, 5, 1]"
"[822, 10, 149, 410, 1076, 6159, 138, 20105, 2869, 7641, 344, 11881, 13599, 2287, 16, 4332, 18804, 58, 1]","[26057, 972, 1742, 557, 141, 592, 12, 72, 1965, 11, 3, 107, 63, 4044, 2532, 1076, 6159, 138, 494, 6, 298, 2714, 49, 1742, 11455, 26, 30, 143, 22872, 42, 705, 3, 30688, 2254, 5, 1]"
"[822, 10, 572, 19, 34, 359, 21, 887, 12, 9599, 70, 1076, 6159, 138, 4005, 38, 3, 9, 793, 11, 1389, 294, 13, 280, 58, 1]","[3, 17467, 3738, 53, 8, 1076, 6159, 138, 4005, 38, 3, 9, 793, 11, 1389, 294, 13, 280, 1691, 887, 1344, 3, 9, 1465, 7525, 1587, 1076, 6159, 257, 6, 11313, 7, 1044, 18, 18693, 663, 6, 11, 2519, 7, 643, 19897, 485, 5, 7136, 12905, 8128, 8, 1076, 6159, 138, 4005, 38, 3, 9, 3362, 2663, 13, 27820, 533, 14223, 7, 887, 1]"
"[822, 10, 125, 1075, 103, 5151, 7, 224, 38, 96, 11127, 447, 121, 42, 96, 6420, 221, 3987, 179, 121, 577, 16, 9211, 18, 4905, 1076, 6159, 138, 494, 58, 1]","[328, 370, 12203, 24, 8, 494, 942, 824, 3262, 2443, 5, 1]"
"[822, 10, 125, 33, 128, 3266, 21, 1577, 13066, 1076, 6159, 138, 533, 1073, 21, 3, 40, 122, 115, 17, 1824, 1220, 2597, 58, 1]","[3, 3626, 13066, 1612, 6, 3, 22873, 2399, 2704, 6, 11, 3, 14198, 806, 523, 11, 3315, 5, 1]"
"[822, 10, 125, 33, 128, 1017, 28518, 7, 1076, 164, 43, 81, 1076, 6159, 257, 58, 1]","[8306, 1018, 7239, 7, 164, 560, 11393, 81, 1076, 6159, 257, 271, 13086, 42, 16, 26251, 5, 1]"
"[822, 10, 572, 19, 34, 359, 21, 887, 12, 9599, 70, 1076, 6159, 138, 4005, 38, 3, 9, 793, 11, 1389, 294, 13, 280, 58, 1]","[3, 17467, 3738, 53, 8, 1076, 6159, 138, 4005, 38, 3, 9, 793, 11, 1389, 294, 13, 280, 1691, 887, 1344, 3, 9, 1465, 7525, 1587, 1076, 6159, 257, 6, 11313, 7, 1044, 18, 18693, 663, 6, 11, 2519, 7, 643, 19897, 485, 5, 7136, 12905, 8128, 8, 1076, 6159, 138, 4005, 38, 3, 9, 3362, 2663, 13, 27820, 533, 14223, 7, 887, 1]"
"[822, 10, 149, 410, 778, 1076, 6159, 138, 556, 20356, 3548, 3, 27908, 18537, 1587, 1076, 6159, 257, 58, 1]","[8840, 20356, 557, 261, 3, 15, 413, 6015, 159, 51, 7, 11, 29864, 18112, 12, 512, 1076, 6159, 138, 494, 6, 19124, 3, 27908, 3808, 32, 32, 7, 11, 8, 3667, 21, 12962, 3825, 1076, 6159, 257, 5, 1]"
"[822, 10, 54, 573, 3813, 1172, 6912, 2657, 655, 21, 1076, 6159, 138, 533, 58, 1]","[2163, 6, 3, 6475, 2597, 16, 6912, 2657, 655, 1459, 766, 7, 24, 1390, 3548, 415, 523, 6, 11177, 6, 11, 2779, 4587, 7, 1341, 12, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 125, 19, 8, 1750, 344, 2329, 11, 6980, 183, 35, 127, 52, 88, 9, 58, 1]","[14542, 6986, 116, 1076, 6159, 257, 65, 29, 31, 17, 708, 57, 1246, 11940, 298, 6980, 6986, 116, 1076, 6159, 257, 10796, 21, 220, 42, 72, 767, 16, 841, 113, 65, 3150, 141, 1646, 8811, 5, 1]"
"[822, 10, 125, 1075, 103, 1076, 6159, 138, 12898, 7, 577, 16, 1435, 3, 1436, 1496, 15, 1543, 58, 1]","[328, 164, 7789, 534, 4371, 6, 25934, 6, 11, 2869, 12, 766, 533, 11, 25646, 5, 1]"
"[822, 10, 149, 103, 2779, 11393, 11, 18537, 1587, 1076, 6159, 257, 27806, 28, 27820, 2166, 58, 1]","[328, 164, 2860, 3101, 11, 2869, 3825, 1076, 6159, 138, 533, 6, 379, 592, 12, 5314, 7239, 11, 20526, 5, 1]"
"[822, 10, 125, 33, 128, 5086, 10336, 12, 1435, 1076, 6159, 138, 494, 58, 1]","[3137, 6159, 138, 12294, 6, 10366, 17484, 6, 11, 1059, 365, 7258, 33, 9211, 18, 4905, 931, 5, 1]"
"[822, 10, 125, 1075, 410, 2779, 11393, 11, 1355, 2248, 10872, 577, 16, 20266, 778, 1076, 6159, 138, 20105, 2869, 58, 1]","[13432, 11393, 3, 12913, 2869, 224, 38, 12898, 3990, 2420, 3827, 7, 6, 1792, 663, 13, 824, 4371, 6, 11, 3, 28909, 12, 1076, 6159, 138, 3808, 32, 32, 7, 5, 1]"
"[822, 10, 125, 33, 128, 1017, 9735, 7, 11, 28518, 7, 81, 1076, 6159, 257, 11, 2100, 821, 58, 1]","[499, 189, 7, 164, 560, 11393, 24, 1076, 6159, 257, 656, 3955, 9227, 5676, 49, 42, 705, 3919, 6, 84, 19, 59, 3510, 57, 4290, 2084, 5, 1]"
"[822, 10, 125, 1075, 103, 20386, 2371, 577, 16, 3, 14198, 1076, 6159, 138, 533, 523, 383, 6912, 7, 58, 1]","[3892, 155, 6855, 2371, 370, 3583, 4471, 6, 20105, 2465, 6, 11, 1035, 124, 12, 380, 1076, 6159, 138, 533, 383, 6912, 7, 6, 3, 5833, 24, 1076, 6159, 1014, 1742, 33, 59, 20633, 16, 4956, 2231, 5, 1]"
"[822, 10, 54, 1076, 6159, 138, 6418, 4050, 199, 3955, 9227, 13436, 761, 300, 70, 1076, 6159, 138, 15164, 58, 1]","[2163, 6, 57, 1260, 7639, 139, 27925, 29469, 11, 1076, 6159, 138, 3976, 6, 9227, 54, 6142, 761, 11, 3938, 3266, 14031, 5, 1]"
"[822, 10, 125, 130, 128, 2428, 7865, 57, 778, 21244, 7, 13, 1076, 6159, 138, 494, 58, 1]","[7729, 7, 1285, 3, 29297, 3, 27908, 3808, 32, 32, 7, 6, 3, 7, 17348, 7432, 7, 6, 11, 2421, 1397, 24, 130, 8074, 295, 6, 1965, 6, 11, 29864, 5, 1]"
"[822, 10, 149, 54, 529, 18, 8482, 729, 1162, 4640, 3580, 380, 1076, 6159, 138, 533, 16, 19771, 2597, 58, 1]","[938, 1445, 53, 2779, 10822, 6, 3, 6475, 573, 724, 16, 4640, 3055, 6, 11, 1260, 2779, 120, 11766, 124, 5, 1]"
"[822, 10, 125, 19, 8, 2329, 3, 18018, 13, 554, 904, 6159, 138, 16633, 19968, 447, 9311, 41, 2028, 26, 26, 61, 58, 1]","[679, 624, 15, 6526, 7180, 7, 11, 3973, 3976, 5, 1]"
"[822, 10, 149, 54, 1076, 6159, 138, 533, 1073, 14223, 3955, 9227, 12, 13436, 70, 821, 58, 1]","[938, 1705, 70, 5678, 11, 1076, 6159, 138, 15164, 6, 9227, 54, 143, 4862, 3055, 81, 761, 6, 7470, 6, 11, 3938, 3266, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 1742, 28, 12490, 164, 522, 16, 5037, 1076, 6159, 257, 58, 1]","[7363, 12337, 6, 21267, 22018, 7, 6, 11, 16, 20393, 2317, 2465, 5, 1]"
"[822, 10, 149, 410, 6718, 23, 138, 18, 1498, 1035, 22739, 7, 17611, 1076, 6159, 257, 11, 1076, 6159, 138, 10461, 16, 6718, 1601, 6266, 58, 1]","[30709, 18, 1498, 1035, 22739, 7, 557, 2071, 32, 2152, 1601, 19771, 1076, 6159, 138, 2869, 11, 11393, 6, 7426, 135, 190, 3, 9, 6888, 13, 3782, 1035, 31001, 15, 7, 11, 1664, 25852, 17, 2610, 19771, 887, 3, 390, 30, 70, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 125, 1075, 103, 415, 2597, 577, 16, 3, 14198, 1076, 6159, 138, 533, 16, 20386, 15093, 7, 58, 1]","[328, 54, 370, 3435, 7639, 11, 380, 21, 2779, 120, 2016, 14418, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 138, 25852, 1113, 592, 12, 1073, 16, 128, 2597, 58, 1]","[94, 164, 991, 12, 14101, 15, 15, 159, 51, 42, 2328, 670, 1917, 859, 1076, 6159, 1014, 1742, 5, 1]"
"[822, 10, 149, 43, 442, 18, 8135, 7419, 6985, 8705, 1076, 6159, 138, 533, 8378, 2197, 16, 3, 14034, 6718, 1601, 6266, 58, 1]","[1844, 18, 8135, 7419, 6985, 43, 3, 8287, 12, 1115, 1076, 6159, 138, 533, 8378, 2197, 57, 3, 7312, 2779, 120, 6280, 6315, 12, 1076, 6159, 138, 1073, 6, 4863, 592, 12, 1076, 6159, 138, 494, 11, 4640, 364, 6, 11, 3, 23988, 19771, 2597, 12, 3, 60, 15085, 1435, 1076, 6159, 138, 2869, 11, 11393, 5, 1]"
